BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
22,11,10,11,7
0,0,0,0,0
18,0,13,9,0
14,17,14,16,6
1,4,1,4,4
5,7,8,6,4
3,2,4,13,5
8,6,14,12,7
1,0,0,0,0
5,0,0,0,0
1,2,4,1,0
2,0,0,0,0
2,0,0,3,0
7,2,3,0,2
37,5,0,0,0
22,3,5,5,0
7,0,7,1,3
22,13,0,0,0
0,0,0,0,0
0,0,0,0,0
1561,1,2,8,38
118,0,22,0,12
197,1,16,0,14
0,0,0,0,0
1,0,2,0,3
0,0,8,18,5
7,0,7,12,8
11,0,6,21,6
3,47,146,46,1
0,40,49,0,0
0,0,0,0,0
1,0,0,0,0
603,337,325,429,965
0,0,0,4,1
1,0,1,1,0
10,0,0,0,0
2,2,8,9,5
13,6,13,78,22
12,7,13,76,23
3,0,2,24,0
4,0,6,32,0
0,1,2,4,4
3,4,4,32,6
3,4,3,18,9
0,1,1,2,1
384,202,200,222,481
0,0,1,0,0
1,0,0,9,2
2,0,0,5,2
3,0,0,6,4
2,0,1,5,0
264,0,0,0,0
0,0,1,10,7
1,0,0,6,0
1,1,0,2,0
0,1,4,9,10
0,0,0,0,0
175,0,140,269,388
486,257,207,219,16
4,0,0,0,0
0,0,0,0,2
2,2,0,5,5
1,1,0,6,0
1,1,0,8,0
1,0,0,7,8
0,0,1,0,0
3,1,2,63,9
1,0,0,38,8
1,1,5,22,8
1,1,6,11,1
0,0,0,0,4
0,0,0,0,4
1,0,0,0,2
1,0,2,0,11
0,0,0,0,0
0,0,2,0,10
0,0,1,0,2
0,1,2,0,7
0,0,1,0,7
0,0,0,0,8
0,0,69,0,122
3,0,0,0,2
2,0,0,0,0
0,0,1,0,0
0,0,0,0,0
90,0,1,2,1
0,1,12,0,1
22,1,34,75,2
1,0,1,2,0
54,0,74,93,3
0,1,1,10,9
0,0,0,0,0
0,0,0,0,0
0,0,5,0,1
0,0,7,0,0
63,0,62,26,0
0,0,0,0,0
0,0,66,0,4
65,18,2,17,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
5,1,1,3,0
5,1,1,5,0
0,0,2,0,0
12,0,0,4,0
46,2,2,26,0
38,4,2,24,0
46,2,0,23,2
17,0,0,27,0
5,2,0,7,0
4,1,0,2,0
0,0,0,1,0
6,0,0,1,0
81,30,37,184,59
11,8,1,51,0
100,31,71,213,120
181,81,118,315,206
155,68,116,276,143
153,97,58,232,5
58,25,14,104,2
50,21,18,113,2
43,20,18,108,2
6,5,7,44,5
21,2,10,47,0
18,10,4,49,1
1,0,0,6,0
148,139,176,402,9
15,3,1,147,1
178,2,11,19,2
100,0,24,10,1
305,0,61,5,10
78,0,23,4,1
92,0,21,3,1
129,0,25,4,3
53,0,27,0,1
74,0,30,1,3
78,1,24,0,0
334,1,35,32,8
97,1,11,6,0
5,0,0,0,0
0,0,0,0,0
3,0,0,20,0
0,76,68,0,0
0,33,41,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
0,1,2,4,0
0,0,16,0,0
1,0,13,8,0
16,7,0,18,2
19,9,38,51,27
34,25,16,87,43
36,21,29,81,41
36,17,40,71,48
18,22,0,28,0
54,17,38,70,35
45,20,39,83,37
14,18,0,34,0
29,10,14,58,53
34,22,0,43,1
34,13,0,40,2
1,2,3,20,2
9,6,8,56,19
1,1,1,6,5
2,1,1,24,8
1,2,1,14,1
8,2,6,33,2
4,1,3,17,4
15,4,2,19,10
11,6,7,13,21
0,0,0,17,4
0,3,3,19,5
5,8,1,37,11
15,0,0,0,64
3,2,1,3,8
5,6,3,9,14
2,1,1,3,1
1,1,2,27,7
0,0,0,0,0
1,0,0,1,0
1,3,3,38,30
0,0,0,6,12
0,1,0,10,6
0,0,0,20,6
0,0,0,29,10
0,1,1,21,19
2,0,0,13,12
0,0,0,13,25
0,0,0,0,1
34,66,77,118,9
0,0,0,0,2
0,1,2,1,6
0,1,1,2,0
59,13,33,42,0
1,3,3,8,0
1,0,0,6,1
0,0,3,10,1
0,0,1,13,4
0,1,0,0,0
48,27,1,37,73
0,22,0,0,4
1,1,0,1,0
0,4,0,0,5
2,1,0,10,7
2,1,0,8,8
14,12,0,66,46
6,11,1,43,36
13,22,1,68,41
29,15,1,90,54
0,0,0,0,0
0,25,0,1,2
43,29,88,49,1
22,11,12,11,0
71,45,113,53,1
0,5,0,0,0
1,6,0,15,12
0,6,0,0,1
0,6,0,0,2
0,6,0,1,2
1,11,0,20,20
0,7,0,0,1
0,0,0,0,0
262,114,272,380,198
0,2,0,0,0
0,1,0,0,1
0,3,0,0,0
0,5,0,0,0
0,1,0,0,0
2,1,3,13,1
8,0,16,30,12
0,1,11,19,7
2,0,6,12,8
1,0,3,37,4
4,1,7,45,10
19,2,44,101,25
2,0,1,10,1
1,0,5,26,3
2,1,2,16,3
0,0,1,11,6
5,0,9,25,4
73,43,82,0,93
89,45,153,0,103
0,0,0,0,0
0,0,0,0,50
1,3,10,0,14
1,0,0,15,0
0,0,0,4,0
4,0,2,4,4
0,0,0,0,0
55,0,0,0,1
1,0,0,0,0
3,15,0,0,0
0,2,0,0,0
772,223,905,659,827
0,0,0,0,0
295,0,688,696,696
0,0,0,0,0
2,4,4,36,12
2,0,3,10,6
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
9,8,0,0,0
5,4,5,10,26
0,0,0,0,0
54,32,72,191,68
0,0,0,0,0
0,0,0,0,0
0,0,29,8,48
0,0,0,0,0
0,0,38,0,0
2,701,2085,328,48
5,458,1291,535,22
2,593,2270,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,3,0,0
4,0,0,0,0
1,0,0,0,0
4,0,2,0,0
3,0,0,0,0
3,2,0,0,0
391,0,224,0,3
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,0,5
1,1,0,0,1
3,0,0,0,0
1359,3,419,1398,19
3,1,2,2,2
2539,400,949,0,748
6,0,0,0,0
3,0,3,97,12
1,1,4,61,3
49,20,0,30,5
2,165,322,788,287
4,303,465,982,429
5,295,452,972,409
269,144,341,618,507
17,26,21,0,45
0,3,0,33,0
1,0,0,10,8
0,0,0,0,0
0,0,0,0,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
127,50,180,0,57
135,0,180,141,1
1,1,159,0,1
104,32,131,0,51
95,23,142,0,41
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
1,50,40,0,2
140,58,126,114,169
0,0,0,0,0
0,0,1,4,9
0,0,0,15,0
20,7,0,15,0
4,0,0,9,0
0,1,80,64,0
38,0,69,42,0
1,0,8,9,0
0,0,3,3,0
108,2,282,84,1
1,0,2,10,0
43,0,149,85,0
0,0,0,2,0
8,0,18,41,0
6,0,23,56,0
6,0,181,4,0
1,0,37,0,0
30,0,169,35,0
11,0,1,5,0
0,0,0,0,0
0,0,2,23,12
2,5,4,17,4
6,1,2,12,3
4,0,2,11,3
6,0,3,7,2
6,4,4,9,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,7,3,1
27,14,43,22,42
23,43,60,29,122
2,0,3,0,5
0,0,0,0,0
3,0,1,0,0
282,113,393,144,907
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,3,0
2,0,0,3,0
0,0,1,1,0
6,0,9,0,0
8,0,17,0,0
6,6,9,7,25
0,0,1,1,0
17,3,17,21,30
25,12,28,45,50
0,0,0,0,0
8,0,7,3,0
2,0,0,0,0
417,122,2,0,0
578,88,2,0,0
397,124,0,0,1
5,4,0,0,0
1,0,0,0,0
1,1,0,0,0
685,288,4,2,8
1,1,0,0,0
2,3,0,0,0
132,24,0,1,11
183,92,2,4,13
3,4,0,0,0
0,2,0,0,0
0,0,2,5,1
0,0,0,0,0
1,1,1,0,0
10,10,0,0,2
10,8,0,1,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
3,0,0,51,7
0,0,0,18,0
16,0,13,47,4
140,81,150,171,199
46,80,129,150,164
1,1,6,10,7
1,1,1,12,4
3,0,3,19,11
2,1,1,7,5
0,0,5,7,5
10,12,16,66,47
44,71,128,152,180
1,0,1,2,8
0,1,1,3,6
2,1,2,3,10
0,0,3,2,7
0,0,0,3,4
0,1,1,1,17
0,0,0,2,11
0,4,0,2,1
0,2,2,0,2
3,3,4,2,0
1,0,0,1,6
1,0,5,6,9
0,0,0,0,0
2,1,5,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,1
0,0,0,2,5
4,0,12,7,1
3,0,0,2,0
0,0,1,2,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,1,0,3,2
3,4,0,8,8
3,10,1,14,7
3,5,0,6,5
0,0,0,0,0
0,0,0,0,0
5,0,0,20,16
0,0,1,7,3
1,2,3,9,0
0,0,0,0,0
0,1,2,4,7
72,30,99,188,94
71,32,95,244,79
57,31,59,236,60
25,31,31,83,51
16,19,15,60,28
25,11,20,128,23
0,2,0,0,0
0,14,0,0,0
0,14,1,0,0
0,12,1,0,1
0,11,0,0,3
0,2,0,0,0
0,3,0,0,0
0,4,0,0,0
0,3,0,0,0
0,3,0,0,0
0,0,0,1,8
0,0,0,0,7
0,0,0,0,0
0,4,3,10,12
1,2,3,10,7
0,1,6,3,14
0,0,16,27,13
41,14,21,9,45
25,10,22,9,28
39,0,25,7,0
0,0,0,0,0
73,96,57,198,90
0,0,0,0,1
0,0,0,0,1
0,0,0,2,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
144,56,115,223,162
0,0,0,9,1
5,4,3,24,2
8,6,7,32,9
4,8,10,46,11
6,4,12,37,6
4,2,9,28,5
7,1,2,16,4
10,3,3,21,5
1,0,1,5,3
0,0,2,9,3
0,0,2,9,2
1,0,5,41,4
0,0,0,0,0
1,2,2,12,1
2,4,7,33,3
3,2,2,19,1
0,0,0,11,0
2,2,3,10,1
0,0,0,0,0
0,0,0,0,0
40,0,48,30,2
0,0,0,28,0
28,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,12,30,63,20
10,4,10,13,4
10,7,19,40,10
5,3,1,18,9
1,2,1,5,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
15,0,0,2,1
2,0,0,3,0
7,3,1,1,1
0,0,0,0,0
12,1,2,0,6
27,9,0,1,0
11,11,0,0,1
1,0,2,11,0
5,0,1,18,0
0,0,0,0,0
0,0,0,0,0
0,55,3,15,0
110,39,142,167,0
259,79,373,750,0
1155,85,364,299,2
777,56,148,2,5
885,60,196,2,6
53,2,23,0,0
60,2,27,0,0
77,3,19,0,1
76,1,27,0,0
74,1,28,0,0
185,26,34,0,2
378,27,94,0,2
304,26,77,0,1
0,0,0,0,11
1,0,0,0,0
2,0,0,0,7
2,0,0,5,5
2,0,0,13,4
0,1,0,1,2
0,0,0,0,0
1,2,0,2,7
0,0,0,0,0
0,0,2,1,1
826,0,2,242,932
676,0,5,166,766
0,0,0,0,0
0,0,0,1,0
0,0,0,2,2
3,1,1,21,4
2,1,3,43,0
6,1,3,55,1
6,2,6,86,3
7,1,1,31,2
14,2,1,55,5
15,0,2,62,4
17,6,9,144,18
3,2,7,16,4
0,6,24,21,2
2,20,0,3,8
3,0,0,0,0
2,0,0,10,0
5,0,0,0,0
1,1,0,9,0
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,1,0
3,0,3,0,12
1,0,0,0,0
8,7639,4500,8846,142
1,1,4,15,0
2,1,0,19,0
1,0,1,3,6
2,1,7,28,7
3,11,2,50,0
4,11,2,45,0
1,0,0,18,2
1,0,2,21,3
0,0,0,16,0
168,106,299,256,11
1,0,5,24,0
0,0,3,30,0
4,4,6,26,34
13,4,15,47,37
9,0,17,30,45
1,0,3,15,6
0,0,1,8,28
462,4,477,942,3
0,0,0,45,0
0,0,0,0,0
2,0,1,2,0
2,0,2,55,0
4,0,2,33,0
0,0,0,1,0
0,0,0,1,0
361,2,229,1162,685
27,0,0,1,0
11,11,0,69,93
138,198,196,76,769
0,4,0,1,12
0,3,0,8,9
4,5,0,7,8
7,1,0,8,0
4,0,0,23,0
6,16,0,28,53
0,0,0,4,1
0,0,0,0,0
11,3,0,16,0
108,35,34,73,11
0,0,0,5,4
0,0,0,4,3
6,0,0,6,5
0,0,0,0,0
0,0,0,0,0
1,0,0,16,0
8,1,0,16,0
3,0,3,10,2
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
4,0,0,0,0
8,0,7,39,1
123,87,94,188,107
120,0,80,201,1
9,0,3,30,0
8,6,5,11,13
0,0,0,8,0
162,3,133,568,4
159,1,132,553,3
201,2,157,712,3
4,0,2,14,0
2,0,0,8,0
0,3,2,15,12
2,0,1,11,0
2,0,2,0,0
15,0,20,26,0
0,0,0,1,0
96,0,36,44,0
60,0,28,83,0
0,0,0,1,0
107,51,70,57,84
82,85,44,50,91
70,2,75,70,2
73,17,53,77,27
5,7,11,28,15
5,3,10,29,5
5,1,11,26,6
1,0,5,60,8
0,0,0,0,0
2,2,4,10,5
106,27,89,28,94
0,0,1,0,0
0,0,0,0,0
3,0,379,124,126
0,0,8,7,7
0,1,4,2,5
1,0,1,0,0
1,0,0,0,0
27,23,44,35,58
53,65,78,86,65
13,19,7,54,36
24,17,29,83,44
52,50,77,205,118
241,222,277,611,191
132,95,117,733,112
3,4,4,8,10
0,2,3,5,6
0,2,5,1,3
1,10,24,26,46
5,9,27,24,55
11,0,12,39,20
0,0,0,0,0
0,0,0,0,0
2,0,1,2,0
22,7,8,0,8
18,1,8,0,3
2,0,2,8,0
1,0,0,0,0
0,0,4,2,10
3,0,9,0,23
2,3,10,17,15
6,0,7,6,16
0,0,2,2,5
0,0,1,26,8
0,4,5,16,3
7,6,15,45,9
0,0,0,0,7
0,0,0,0,0
0,0,1,0,0
17,0,0,0,77
0,0,0,0,0
0,0,2,3,0
14,0,0,0,9
1,0,0,0,0
389,0,1,0,349
17,9,0,32,37
41,15,1,38,57
20,2,3,0,65
20,0,0,0,61
9,0,0,27,31
6,0,0,0,31
3,0,0,37,44
1,0,0,0,14
3,0,0,0,0
129,0,1,0,127
5,1,3,5,6
3,3,0,12,5
5,1,3,6,6
159,98,253,458,200
94,125,347,232,225
131,130,341,371,283
212,132,142,318,262
0,0,0,2,381
71,63,168,185,149
1,1,1,0,374
0,0,15,19,20
0,0,3,15,8
0,0,0,3,1
0,0,0,20,1
1,0,5,22,5
0,1,8,17,40
0,0,0,0,33
0,0,0,0,21
0,1,5,0,18
0,1,4,0,16
2,0,1,16,0
1,0,0,6,0
0,0,7,10,2
0,0,0,0,4
0,2,12,0,4
0,0,3,17,5
0,0,7,19,8
0,0,0,3,0
7,13,31,36,23
0,0,0,0,12
6,7,10,73,14
17,14,45,29,27
0,0,3,1,0
6,9,5,11,22
0,0,0,0,0
0,0,0,0,17
0,0,50,18,44
0,0,15,0,24
68,86,113,81,179
163,151,129,224,257
121,120,120,219,213
71,65,137,126,153
2,0,6,8,0
75,24,78,69,60
1,0,6,3,0
0,0,0,32,0
153,0,0,40,119
581,363,0,65,188
6,1,0,0,0
314,0,0,120,0
0,0,0,2,0
1,0,0,3,0
2,5,0,1,0
499,187,0,77,173
215,196,0,36,0
7,0,0,0,0
4,5,1,35,0
1,7,0,20,4
2,6,0,33,1
1,2,0,20,0
11,12,0,47,0
0,0,1,0,3
125,192,161,0,139
128,190,146,0,165
0,1,3,7,1
9,504,344,328,569
0,4,0,3,11
1,3,2,263,294
149,235,105,537,327
0,6,0,10,14
0,10,0,9,8
0,6,0,8,8
1,7,2,7,13
1,10,1,3,9
0,0,0,2,2
0,0,0,1,1
0,0,0,0,9
26,15,17,19,32
2,0,1,3,4
1,0,2,2,3
1,1,0,0,9
1,1,3,8,3
0,1,0,0,0
13,12,10,18,253
6,1,0,20,0
0,0,5,3,4
0,0,5,3,4
0,0,2,0,4
0,0,2,4,2
0,0,1,3,5
1,0,1,2,1
163,2,301,363,471
142,1,269,461,486
153,0,274,445,540
124,1,261,355,397
185,0,377,427,572
192,1,397,361,620
5,2,8,25,1
1,0,3,6,3
5,3,1,4,6
2,0,2,4,4
0,0,1,10,3
1,0,0,16,5
16,0,47,56,65
19,14,23,42,27
1,9,7,38,10
5,4,10,23,5
5,4,10,23,5
4,9,10,43,5
5,10,10,52,5
13,6,14,38,15
2,3,6,24,5
3,4,1,7,2
3,0,0,0,0
4,0,0,0,0
6,0,0,0,0
8,0,0,0,0
3,2,0,0,0
7,0,0,0,0
0,62,0,0,0
440,1,1,0,0
397,0,1,0,0
469,0,1,0,0
622,0,0,0,0
1,0,0,0,0
0,0,0,5,4
0,0,0,8,7
8,3,7,12,15
0,0,0,21,7
0,0,0,5,2
10,34,9,41,30
0,0,0,0,5
3,17,0,0,24
1,3,0,0,1
309,0,215,916,29
0,0,1,1,0
0,0,0,2,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,7,0
0,0,0,0,0
1,0,0,6,0
0,0,0,1,0
0,0,2,10,0
0,0,0,0,0
0,0,0,0,0
1,0,1,8,0
1,0,2,0,0
0,0,1,6,0
0,0,1,12,1
0,0,0,15,0
0,0,1,2,0
0,0,2,9,0
0,0,1,7,0
0,0,13,27,0
0,1,0,5,0
0,6,48,48,40
0,0,2,0,4
0,0,0,2,3
0,0,0,0,13
0,0,0,3,7
1,0,0,12,21
0,0,0,4,15
0,0,0,2,3
0,0,0,0,2
0,0,1,0,44
0,6,13,0,99
1,44,90,0,118
0,5,6,0,4
1,15,20,50,28
2,11,17,20,32
4,23,15,22,29
7,19,20,41,42
0,5,13,7,13
0,5,12,7,13
0,2,18,13,11
0,9,20,15,14
1,18,11,23,38
2,6,21,15,18
1,17,35,23,30
0,0,0,0,0
2,18,37,19,25
1,0,4,2,7
1,3,2,11,5
0,1,6,14,6
2,5,6,31,10
3,1,1,11,3
3,1,0,10,1
0,2,2,5,1
2,11,22,31,26
0,0,0,0,0
0,0,0,0,0
0,1,10,2,2
0,1,2,5,4
0,2,2,10,6
4,6,8,26,11
0,4,6,10,11
0,0,0,0,0
5,0,7,10,8
6,2,12,12,8
0,4,6,8,8
0,1,0,11,8
0,2,2,7,9
4,4,16,16,10
3,0,0,2,2
1,1,0,1,4
7,0,18,7,8
0,0,0,0,0
1,0,2,3,4
0,0,0,1,1
0,0,0,1,0
0,0,0,0,0
33,12,33,61,24
45,6,37,66,50
0,1,0,3,0
0,0,0,0,0
3,11,20,37,1
5,8,10,44,0
10,0,0,31,2
0,0,2,37,0
0,0,0,0,0
0,0,4,47,16
0,0,0,0,0
0,0,0,0,0
0,0,2,13,23
0,0,1,13,23
0,0,11,19,20
0,0,8,20,38
0,0,12,20,37
0,0,8,4,30
0,0,6,0,6
0,0,5,1,16
0,0,6,32,17
0,0,3,0,9
0,0,6,24,14
0,0,0,0,0
1,1,1,7,9
1,0,2,27,26
0,0,4,20,22
0,0,0,0,1
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
0,0,1,1,0
0,0,0,0,0
0,0,3,7,6
6,1,6,27,26
9,1,3,10,9
6,1,5,19,11
5,2,8,21,7
6,1,11,35,7
1,0,1,16,5
2,0,2,14,4
2,0,0,8,0
3,1,7,26,9
2,1,7,11,1
5,1,5,28,6
4,1,3,38,3
3,3,8,24,2
2,4,11,21,2
1,1,2,6,3
0,2,2,5,6
0,1,1,0,0
1,0,0,0,0
9,7,22,0,0
1,2,19,0,22
5,6,14,0,0
5,2,16,0,54
4,1,5,0,0
2,2,2,0,9
1,1,0,0,4
2,1,9,0,0
0,3,9,0,0
0,0,4,0,0
0,0,0,0,6
0,0,0,0,0
0,0,1,1,4
0,0,5,1,4
0,0,8,0,0
0,0,1,0,0
0,0,2,0,0
0,0,6,0,0
2,0,3,2,0
20,5,17,26,31
42,2,45,47,64
24,5,34,61,60
41,4,38,82,72
68,2,112,44,85
39,6,65,84,56
12,2,10,70,29
11,2,9,61,24
10,1,3,48,16
6,0,3,50,16
0,0,1,1,1
0,0,0,3,1
0,0,0,0,0
9,1,13,26,27
0,0,0,0,0
33,3,35,57,22
11,2,10,35,10
13,2,12,26,11
12,2,11,50,14
6,2,7,42,20
12,1,12,39,26
8,0,9,9,12
3,0,6,7,8
2,0,4,8,4
3,1,2,8,2
6,3,7,65,19
4,3,9,60,25
2,1,3,40,23
2,2,11,54,25
5,2,12,86,17
4,1,8,37,6
10,1,14,91,14
8,1,13,73,19
19,0,17,38,29
22,0,34,98,32
12,0,17,37,34
28,0,15,34,37
66,4,29,65,99
0,0,1,0,0
0,0,3,2,4
4,0,1,3,5
0,0,5,2,0
0,0,0,0,0
0,0,2,0,0
0,0,1,2,7
0,0,2,4,2
3,0,4,0,0
0,0,1,0,2
0,0,1,3,1
0,0,4,2,0
1,0,1,3,0
1,0,17,3,0
1,0,19,7,0
5,0,19,13,3
2,1,16,28,27
0,0,7,5,5
1,0,15,19,16
0,0,21,16,31
2,1,16,8,28
4,0,20,16,32
0,0,7,11,0
1,0,5,8,7
2,0,5,15,0
3,0,26,13,1
0,0,9,22,38
3,0,10,11,26
3,0,6,7,20
0,0,16,8,16
1,0,17,29,22
1,0,10,22,10
0,0,6,9,4
0,0,7,15,8
3,1,7,83,38
3,1,12,45,20
3,1,11,39,23
5,1,31,31,42
3,0,16,62,51
1,0,9,36,12
1,0,8,33,0
0,4,23,57,38
3,1,26,76,54
3,0,13,110,23
2,0,4,12,0
6,2,62,129,72
11,3,82,135,117
10,2,78,128,107
12,3,84,136,121
14,3,81,141,124
10,0,61,170,0
6,2,49,276,103
3,1,8,90,46
13,1,31,54,0
5,1,35,101,65
1,1,14,121,54
2,1,17,93,56
1,2,21,48,22
3,4,16,65,34
0,0,13,39,11
3,2,20,70,38
1,0,23,83,19
2,0,9,52,7
0,0,12,60,9
0,0,12,53,10
1,0,17,60,24
3,1,9,88,40
2,1,20,78,49
14,0,31,55,3
3,0,14,44,0
12,2,25,81,38
14,2,0,156,61
2,0,0,0,1
3,0,0,0,1
1,0,0,0,0
5,0,5,11,1
9,0,33,3,0
5,0,39,7,2
4,0,15,5,0
6,3,10,13,18
6,5,14,13,21
4,1,16,20,11
7,2,2,6,6
9,3,4,8,10
6,3,9,13,16
9,0,23,30,23
3,0,1,8,1
5,0,5,11,10
3,3,15,13,19
0,0,20,7,0
14,2,6,23,25
0,0,9,15,0
5,0,4,0,0
15,4,26,52,33
4,0,5,16,11
2,1,4,0,0
1,0,0,1,0
1,0,0,1,0
1,0,0,0,0
0,0,0,8,2
0,0,1,0,0
1,0,0,0,0
0,0,1,3,0
23,0,37,0,0
1,0,1,0,0
1,0,1,0,0
0,0,0,0,0
8,7,13,57,16
0,1,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
2,0,1,8,0
0,0,1,5,0
0,0,10,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,6,22,2
0,0,0,0,1
0,0,0,0,0
13,9,16,22,50
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,4,0,0
0,0,3,0,0
0,0,0,0,0
5,0,0,1,4
5,0,0,1,11
24,7,0,16,35
48,10,31,57,54
72,15,60,75,64
30,7,0,35,33
0,0,0,66,0
10,5,7,28,33
0,0,16,42,5
11,1,15,82,29
23,2,44,64,80
22,2,41,69,81
29,6,46,115,104
0,0,0,0,0
25,4,26,86,62
30,4,28,101,68
73,4,80,161,163
32,3,52,136,74
9,0,9,103,38
0,0,9,6,7
0,0,3,3,2
2,0,3,17,0
0,0,4,5,0
2,1,10,20,35
2,1,11,27,31
0,0,4,14,9
0,0,6,14,7
0,0,8,27,23
1,0,8,9,14
0,0,3,13,1
0,0,4,25,24
0,0,14,31,49
12,1,15,7,12
13,0,12,8,17
13,0,15,18,16
0,0,20,2,0
24,0,32,11,26
23,0,18,10,20
31,0,27,18,19
37,1,42,25,32
41,0,39,28,34
34,3,23,18,20
14,2,12,21,17
0,0,1,0,0
1,0,1,0,2
2,0,0,2,0
0,0,0,1,0
6,0,5,7,0
0,0,3,0,0
2,0,2,3,0
0,0,4,0,0
0,0,1,0,1
0,0,0,11,5
0,0,1,4,0
8,0,2,4,1
5,1,8,12,7
6,1,3,16,2
0,1,2,3,2
0,1,2,3,1
0,1,3,0,0
5,0,4,5,0
1,2,1,10,0
16,0,8,41,1
4,0,8,38,0
6,3,14,34,0
21,0,16,61,2
2,0,10,54,4
1,0,4,4,0
0,1,0,1,0
0,0,0,0,190
0,0,0,0,0
0,0,0,3,0
0,2,0,6,0
0,0,0,91,1
0,0,0,5,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,1,0,9
0,3,1,7,1
1,2,0,15,3
0,0,0,0,0
2,1,6,6,9
0,0,0,0,1
0,0,3,0,0
0,2,4,0,13
8,0,3,6,0
0,1,1,0,12
0,1,5,0,13
0,0,4,0,0
0,0,19,0,0
0,0,8,0,0
0,0,8,0,0
0,0,0,0,0
0,0,27,2,43
0,0,15,18,16
0,1,15,19,19
0,0,20,16,19
0,0,19,16,17
0,0,0,0,0
0,4,19,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,9,0,0
0,0,3,0,0
0,0,3,0,0
0,0,8,0,0
0,0,11,10,17
0,0,0,0,0
0,0,0,0,0
0,0,3,8,2
0,0,0,0,0
0,0,1,2,0
0,0,4,3,0
0,0,1,1,0
0,0,1,0,3
0,0,7,0,15
0,0,3,2,0
0,0,0,0,0
0,1,5,0,0
0,1,5,0,0
0,3,1,0,0
11,0,12,23,28
13,21,16,16,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,5,0,5,0
0,0,0,0,0
1,0,2,5,4
1,0,3,5,11
8,1,6,34,11
9,0,5,52,21
10,0,20,60,41
11,0,13,58,55
1,0,0,0,0
0,0,0,1,0
1,0,0,2,0
7,0,0,3,0
2,0,2,3,0
0,0,0,1,0
9,0,13,24,0
18,0,15,21,0
5,0,8,23,0
5,1,7,24,0
3,0,6,23,0
9,14,6,22,15
10,10,4,20,15
2,0,6,10,0
2,0,2,5,0
3,0,2,12,0
5,0,7,17,0
3,0,3,15,0
1,0,0,3,0
2,0,0,0,0
0,0,0,1,0
0,0,3,0,0
1,0,0,0,0
2,0,5,18,22
1,0,0,13,29
1,0,2,16,25
1,1,1,17,26
1,2,3,25,67
0,0,0,0,0
0,0,0,0,0
0,0,9,23,23
0,0,0,0,0
1,4,9,20,39
1,1,7,9,0
3,0,3,0,0
4,0,5,0,0
0,0,4,22,29
0,1,0,19,18
0,0,4,8,0
1,1,2,4,0
0,2,4,4,0
0,1,3,6,0
1,1,4,10,0
0,2,4,11,23
0,0,3,0,0
0,0,4,15,0
0,0,11,13,0
0,1,9,15,49
0,0,0,0,0
5,1,3,4,0
5,0,2,7,0
1,2,3,15,13
1,2,3,13,11
8,0,4,4,3
0,10,55,69,0
1,0,4,5,0
0,2,3,11,21
0,0,1,0,0
0,0,0,9,0
1,1,2,5,1
0,0,3,15,0
0,1,1,4,0
0,30,205,147,0
0,17,126,132,0
0,16,105,122,0
14,8,42,70,118
0,21,133,157,1
59,22,65,103,314
0,17,109,82,0
0,16,98,88,0
0,0,34,0,0
0,9,14,32,2
0,8,20,48,0
21,1,45,67,3
