BICR31_UPPER_AERODIGESTIVE_TRACT,CAOV3_OVARY,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,SKMEL2_SKIN,SKMEL3_SKIN
0,1,1,0,2
0,0,6,13,7
1,3,0,5,2
2,6,11,31,21
2,6,7,31,19
4,10,21,31,17
3,10,19,27,13
11,25,31,76,50
3,7,5,7,11
5,24,16,66,20
14,31,23,51,34
0,11,5,11,4
0,10,10,9,15
20,9,26,23,20
2,2,7,9,7
11,12,20,34,21
25,28,65,39,43
2,1,0,3,3
0,3,2,2,3
39,94,154,98,124
0,0,0,0,1
9,13,10,34,52
36,34,29,134,143
10,13,17,11,36
51,48,52,151,248
33,42,47,160,161
25,23,44,114,106
33,34,52,156,137
16,27,72,117,193
27,26,63,163,189
13,24,61,124,148
7,9,14,52,69
3,3,9,36,27
3,5,6,32,45
6,3,13,82,45
9,3,23,163,65
9,13,35,279,123
2,7,24,89,71
2,16,24,145,112
3,10,29,97,89
4,11,21,20,37
9,10,31,82,93
0,3,6,44,42
8,5,21,47,73
0,1,6,25,23
5,2,14,43,38
1,1,5,18,10
0,1,4,10,9
1,2,3,11,10
0,0,5,10,10
1,1,8,35,28
11,7,25,20,71
0,9,26,17,17
1,0,0,5,5
31,10,69,98,130
2,0,1,3,3
1,1,1,9,4
1,1,1,9,4
0,2,1,9,1
7,0,13,6,26
24,1,34,31,74
8,3,13,15,62
11,7,53,30,89
15,8,38,57,93
13,9,37,44,86
13,6,17,37,30
0,2,1,2,0
0,1,2,5,2
1,1,1,5,0
2,1,1,9,3
0,4,0,3,4
6,4,5,4,17
5,2,0,9,6
3,0,3,0,1
3,21,0,39,0
7,11,1,33,0
0,0,0,0,0
0,0,0,0,0
0,1,0,4,0
0,0,0,0,0
0,3,0,8,0
2,0,0,0,0
17,13,22,34,84
0,0,0,1,1
0,0,0,19,0
0,0,0,1,0
0,0,0,0,0
31,0,0,5,0
72,38,2,94,1
117,0,0,26,1
89,0,13,28,26
114,1,46,53,34
130,3,43,53,40
176,148,136,197,407
131,2,60,63,34
168,2,58,72,48
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,0,5,0,8
7,3,6,9,10
35,0,0,0,1
0,0,0,0,0
0,0,0,0,0
23,16,0,2,0
50,0,0,0,0
73,1,0,0,0
54,0,0,0,0
57,0,0,0,0
2,0,0,0,0
0,0,0,7,0
0,346,259,495,611
539,340,241,542,700
0,258,293,1432,850
0,1,5,10,11
8,453,407,914,1142
0,13,14,30,43
8,18,14,23,34
5,8,11,58,33
4,3,6,17,13
9,7,8,27,14
6,2,4,40,15
0,3,3,5,23
0,1,4,22,19
0,3,1,20,8
0,1,0,11,7
0,0,1,6,1
0,3,2,1,11
8,8,2,91,27
0,0,0,0,0
0,0,0,0,0
0,1,0,0,5
0,0,0,0,3
0,0,0,0,0
0,2,0,0,1
0,0,0,0,3
0,1,0,0,1
0,0,0,0,0
0,27,0,0,67
0,19,0,0,34
62,32,9,36,46
60,51,0,25,63
51,49,22,30,54
43,40,19,23,63
55,58,0,24,0
0,0,24,1,0
0,0,1,0,0
20,1,3,2,3
0,0,0,0,0
0,1,1,1,0
0,262,263,270,195
0,177,116,302,91
1,283,178,281,128
0,6,3,11,3
0,171,131,200,83
0,99,64,125,67
11,1,13,30,37
7,0,3,18,18
27,2,16,38,63
14,2,10,14,15
17,2,14,24,18
33,16,47,68,68
26,14,39,44,45
24,14,35,57,47
21,13,11,69,45
21,10,17,73,45
7,6,6,36,20
18,17,17,59,50
22,9,15,55,28
15,7,21,45,27
18,10,24,49,41
4,7,7,30,18
18,8,24,46,47
22,12,29,68,68
1,2,0,10,11
2,4,2,3,10
0,5,2,2,16
5,3,1,6,21
0,0,0,0,0
0,2,0,16,1
1,206,318,438,393
1,211,185,435,403
39,39,33,0,61
0,1,2,31,0
3,3,6,0,7
0,4,0,0,0
0,3,2,0,0
0,0,2,0,0
0,0,0,0,0
0,1,1,29,2
2,0,3,0,4
6,369,344,1355,273
1,69,64,0,1
144,55,110,327,339
1,73,95,361,52
0,80,103,241,53
0,105,115,282,68
36,19,48,71,31
15,8,20,50,17
13,5,15,41,28
18,18,44,50,36
17,13,43,54,41
0,1,9,0,0
0,2,6,0,0
9,2,6,0,0
6,2,22,6,3
0,5,15,0,0
0,1,3,0,0
2,1,4,2,0
2,5,4,0,0
0,0,1,1,0
10,1,2,2,0
13,8,6,3,0
12,1,4,6,1
3,3,4,4,6
4,1,0,3,4
5,2,0,4,7
2,0,5,4,3
1,0,1,4,3
1,0,0,7,2
1,0,2,4,2
0,16,6,7,0
6,8,3,16,9
3,4,2,9,4
4,1,7,8,4
1,1,1,1,1
0,4,7,7,0
9,11,6,20,8
0,7,4,8,0
8,6,1,14,11
0,2,0,5,5
1,2,1,4,3
0,3,3,2,7
1,2,4,5,7
3,2,1,8,11
0,2,2,7,0
1,1,1,2,0
0,0,1,0,0
1,6,9,17,0
44,0,99,75,82
46,36,38,148,215
7,0,22,26,12
2,0,3,7,0
46,21,78,74,20
8,4,14,18,8
3,5,12,13,2
2,0,19,9,0
0,0,6,7,3
3,0,20,0,0
1,0,10,7,0
0,0,6,8,10
2,1,8,9,7
3,0,7,2,0
1,0,0,2,7
1,0,2,17,6
0,1,2,11,3
0,0,0,0,0
1,1,3,14,19
0,0,1,8,4
0,0,0,30,9
0,0,0,20,19
3,0,4,22,9
0,1,0,7,8
0,0,0,0,22
0,0,3,28,26
0,1,38,29,249
2,0,0,4,0
621,117,741,494,1175
805,0,2,2,6
54,0,34,0,0
100,0,0,0,0
101,0,40,0,0
0,0,0,0,0
14,26,50,0,61
0,0,0,0,0
36,42,22,0,35
248,129,111,148,255
244,131,108,151,253
285,134,120,157,296
233,106,95,126,274
867,1,0,3,4
1,1,2,11,4
79,16,16,0,24
1,0,0,0,0
0,0,0,0,0
5,0,0,0,2
6,2,2,5,6
4,0,0,0,0
3,0,2,4,8
4,1,7,11,2
8,2,4,7,10
14,3,13,26,23
55,20,21,0,31
3,0,0,7,27
1,0,0,3,8
0,0,3,2,2
2,0,3,4,3
0,0,0,0,0
20,0,0,0,0
31,0,0,0,0
257,1,136,175,70
252,0,1,0,0
256,0,0,0,0
253,2,118,196,34
376,169,1,2,99
352,148,46,1,75
81,1,59,58,24
30,0,21,56,12
48,16,0,0,38
13,11,2,30,30
574,442,273,1254,1001
678,530,587,1683,1419
833,683,677,2041,1653
758,2,2,2,3
0,1,0,5,5
0,0,0,0,0
1487,2185,1253,3258,1173
4,1,1,10,3
2,5,2,18,20
0,0,1,1,0
0,0,0,0,0
0,0,4,0,6
11,0,3,33,10
0,0,0,36,12
0,0,0,12,9
0,0,0,10,3
0,0,0,3,0
0,2,0,5,4
0,2,4,8,6
0,0,0,6,2
0,5,1,13,6
0,1,1,2,2
19,24,29,84,37
1,16,7,62,30
4,8,6,25,7
2,10,3,20,3
3,6,3,13,8
9,15,9,39,18
0,19,6,51,28
3,13,8,23,17
7,13,8,18,16
1,0,0,7,5
0,1,0,8,4
0,0,0,0,0
43,24,161,168,310
42,23,168,166,319
45,29,198,197,363
40,35,99,192,240
12,14,19,123,73
24,0,56,185,262
0,4,2,27,5
0,2,2,21,5
0,0,0,0,0
0,1,5,9,8
0,1,4,14,13
1,2,3,12,9
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
480,1,336,225,239
158,0,2,187,148
568,279,370,170,394
0,0,0,259,0
0,3,20,28,51
1,3,0,4,7
0,5,2,16,28
0,3,1,22,13
2,1,0,2,13
0,0,0,0,11
1,2,1,1,7
0,1,0,7,13
3,0,3,4,6
0,0,0,0,7
1,14,15,17,68
12,0,0,0,0
0,0,0,0,0
29,0,0,4,143
55,46,9,8,502
3,0,3,19,14
0,0,3,25,13
0,0,0,1,0
0,0,0,0,0
0,0,0,1,0
0,1,2,3,7
0,0,0,0,0
0,0,0,0,0
0,0,3,1,2
0,0,0,0,0
0,0,0,0,0
5,0,0,0,46
4,0,0,0,20
3,2,0,0,32
3,0,0,0,34
1,1,11,53,38
8,0,0,0,30
0,0,0,0,2
0,0,0,0,4
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
130,54,102,94,111
0,0,0,0,0
0,0,0,2,0
151,115,52,139,85
0,0,1,2,201
380,227,109,175,223
404,242,123,257,205
303,203,95,0,188
0,0,0,0,0
0,0,0,0,0
2,0,0,2,0
0,0,0,2,0
310,210,0,393,33
0,0,0,0,0
7,4,95,1,166
0,0,78,1,148
0,1,1,0,0
0,0,0,0,15
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,38,59,3,0
217,114,74,348,346
0,0,0,0,0
4,1,2,21,16
4,0,2,17,10
1,0,2,7,5
6,0,8,106,34
0,0,1,0,0
2,2,1,11,11
0,1,1,15,16
0,0,1,0,0
0,0,8,0,0
0,0,8,0,0
0,0,0,0,0
1,0,5,0,0
4,1,3,45,32
0,0,4,0,0
0,0,4,2,0
0,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
0,0,2,0,0
0,0,3,0,0
0,0,3,0,0
0,0,4,0,0
0,1,92,0,0
0,0,62,0,0
0,0,81,0,1
0,0,72,0,0
213,0,147,160,306
0,0,7,0,0
2,1,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,16,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,12,3
0,0,0,10,0
36,0,27,110,0
0,0,0,0,0
25,0,43,113,26
0,0,0,0,0
165,43,121,0,0
0,0,154,0,0
0,0,1,0,0
0,0,2,0,0
0,0,5,0,0
0,0,1,0,0
0,0,1,0,0
0,0,6,0,0
9,12,15,0,5
17,6,29,0,37
0,0,14,0,0
0,0,8,0,0
30,59,25,0,66
1,1,2,3,2
0,0,7,0,0
0,0,7,0,0
0,0,35,0,0
1,0,35,0,0
0,0,49,0,0
0,0,65,0,0
0,0,0,0,0
0,0,59,0,0
2,1,66,0,2
0,0,42,0,0
2,0,41,1,0
0,0,73,0,0
0,0,0,0,0
0,0,3,0,9
0,0,2,0,1
0,1,0,0,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
30,35,4,159,4
0,0,3,1,1
0,1,0,0,0
0,0,15,0,28
0,0,0,0,0
0,0,0,0,0
4,11,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,139,10,0,0
0,0,0,7,0
0,0,0,10,0
0,0,0,8,0
0,0,4,1,0
0,6,10,0,4
16,27,51,181,47
5,10,24,115,22
17,15,41,94,49
4,24,38,95,31
14,25,82,111,55
0,0,2,7,2
23,33,63,76,71
0,0,0,0,0
0,0,0,1,0
5,1,1,2,0
69,2,0,409,0
235,1,2453,1296,204
4,0,2,54,4
126,0,1,0,0
2,1,0,42,0
5,9,6,21,8
26,37,41,123,97
0,0,0,0,0
0,0,0,0,0
8,26,21,80,4
0,0,0,0,0
0,2,0,4,1
0,0,1,0,0
85,125,172,402,384
36,51,26,152,87
0,0,6,0,8
0,1,0,4,1
0,0,1,0,0
304,1,308,0,397
6,9,59,0,396
0,0,22,0,60
0,0,68,0,162
90,708,112,183,428
4,0,4,0,14
81,3,140,4,430
72,2,89,0,354
5,0,25,18,82
1,0,3,1,4
0,0,1,0,0
0,0,0,0,0
0,0,1,3,8
0,0,0,0,0
1,0,0,0,0
0,0,2,1,0
18,16,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,0,0,0,1
64,0,1,0,44
64,0,1,0,45
1,0,0,0,0
56,2,0,57,38
57,6,0,88,14
5,0,0,4,0
31,10,0,56,5
3,0,0,1,1
7,0,0,0,0
1,0,0,2,0
362,1,2,91,79
3,0,0,1,2
97,0,0,30,2
179,0,1,65,12
411,1,0,85,31
54,0,1,0,1
74,63,0,78,16
76,69,0,59,17
81,1,0,61,26
56,0,0,90,11
58,0,0,95,12
23,26,0,64,4
1,0,0,0,0
82,37,0,77,58
0,1,0,5,0
0,1,0,3,0
0,0,0,0,0
1,1,2,11,6
0,0,0,0,0
0,0,0,0,0
237,353,631,2,2
285,1,1,1318,573
1,0,1,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0,6,0
0,0,0,0,0
0,0,0,0,0
177,295,0,242,2
134,0,126,155,183
2,0,2,4,0
1,4,0,3,0
15,26,0,18,0
9,9,0,23,0
18,8,0,12,0
19,12,0,8,0
0,4,0,8,14
0,77,0,98,59
0,0,0,108,87
0,0,0,2,6
1,0,1,17,7
5,0,2,10,13
3,0,4,6,3
261,0,137,93,194
110,0,50,48,60
9,0,14,46,0
10,0,14,46,0
1,0,1,2,1
1,0,6,7,0
8,6,18,16,16
3,2,12,9,6
1,0,6,4,0
2,0,5,6,3
170,1,198,196,1
0,0,0,6,0
198,0,292,275,0
0,0,1,6,0
0,0,1,4,0
1,0,2,8,0
220,0,334,262,1
226,0,234,312,0
201,0,236,289,1
59,0,63,147,54
126,74,160,240,331
3,0,3,11,0
6,0,7,1,0
2,0,5,8,0
1,0,1,5,0
2,3,0,5,0
1,0,0,4,0
0,0,0,2,0
3,0,3,8,0
0,0,3,5,0
2,0,2,6,0
0,0,7,11,1
2,2,2,9,0
1,0,1,1,1
2,0,3,7,0
0,0,0,4,0
0,0,0,4,0
0,0,1,3,0
0,0,0,4,0
56,0,74,96,0
0,1,0,8,2
0,2,3,19,7
8,0,11,17,0
4,0,7,16,0
204,28,19,6,47
400,75,44,31,91
8,1,1,1,7
8,4,0,2,0
15,10,0,0,0
5,31,0,0,35
9,13,9,10,7
25,0,14,37,0
42,0,10,45,11
248,1,128,287,254
186,166,179,223,109
4,0,5,3,0
20,0,0,0,0
6,3,0,3,3
66,56,46,160,162
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,0,0,0
0,0,0,3,0
0,0,0,0,0
0,15,9,34,39
0,0,6,9,0
0,0,0,0,0
1,0,0,6,0
70,0,43,49,1
0,1,0,0,1
10,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,1,0,2
1,0,1,0,2
2,2,0,0,0
0,1,0,0,0
25,0,47,0,129
0,0,2,4,3
0,0,0,0,0
0,0,8,0,8
0,0,0,0,0
5,2,7,5,8
0,0,2,0,0
0,0,1,0,0
0,2,4,7,2
0,2,2,13,1
0,0,0,0,0
92,0,163,0,297
90,25,35,76,2
80,0,165,0,292
45,25,96,36,177
3,0,17,0,17
0,0,8,2,3
12,24,7,47,0
0,0,0,0,0
0,0,0,0,2
0,0,0,0,0
243,0,43,165,97
205,227,174,0,101
106,2,47,0,0
99,0,77,0,62
68,0,59,0,56
0,0,0,0,0
1,0,2,16,4
93,0,2,142,181
14,7,10,26,22
13,17,12,40,50
15,18,10,48,40
22,21,13,55,59
17,23,12,55,53
11,17,7,16,16
9,16,7,18,14
3,4,5,12,6
5,3,3,10,6
0,0,0,0,0
4,2,1,11,12
4,2,2,12,14
0,1,0,0,167
0,0,0,0,0
12,2,3,2,2
157,0,1,40,85
0,0,0,0,76
0,0,0,0,99
160,0,0,30,72
3,1,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
195,4,142,121,270
123,75,105,57,151
0,0,0,0,0
2,74,1,4,0
157,67,0,1,1
0,0,0,0,0
7,5,4,5,11
311,133,212,379,192
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,1,5,5
1,5,6,11,10
1,6,3,13,14
3,3,3,8,18
0,21,7,14,37
0,38,21,64,14
0,0,6,3,6
0,0,0,0,0
0,4,1,9,3
0,2,0,5,2
0,0,0,0,0
26,0,0,4,0
13,62,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
16,38,1,63,28
2,1,0,4,0
14,9,3,3,2
0,14,8,16,15
0,10,5,13,28
1,339,102,337,446
12,108,52,98,140
0,80,20,67,100
0,143,34,73,153
0,6,2,14,13
10,4,6,25,17
23,7,10,12,17
38,4,13,10,21
11,3,5,6,9
25,6,5,12,14
25,6,7,13,14
62,107,56,298,0
50,37,49,140,59
78,45,67,251,77
84,48,64,282,77
47,10,33,165,43
28,7,27,142,32
21,7,30,135,23
13,4,16,94,17
9,8,17,77,21
10,10,14,69,19
9,11,10,54,0
16,6,9,38,19
12,6,3,29,18
44,29,47,140,39
39,32,39,141,24
58,24,64,127,71
36,18,32,114,38
47,76,58,255,1
10,59,33,217,0
6,63,24,262,0
12,28,23,154,1
233,412,248,905,357
222,317,214,698,341
10,15,36,81,35
17,24,35,74,25
0,2,0,10,0
1,3,0,1,0
0,1,0,0,0
1,0,2,5,2
1,2,6,19,7
305,328,281,568,7
1,12,1,35,0
3,2,2,19,0
6,2,7,3,5
7,19,29,92,1
9,23,31,90,1
0,0,0,0,0
9,7,8,26,8
2,1,0,7,1
0,2,0,0,2
9,15,6,22,0
0,0,0,5,0
0,0,0,2,10
1,0,0,3,8
0,0,0,6,2
0,3,0,0,3
0,1,0,0,7
0,3,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
46,0,4,140,0
55,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
474,5,4,274,8
359,1,11,385,10
4,3,4,4,2
2,3,1,3,7
1,3,3,5,3
0,0,0,0,0
9,5,6,20,91
9,0,16,66,0
5,0,0,19,1
4,6,8,15,52
4,4,6,12,40
0,0,0,0,0
1,1,0,7,6
1,0,0,1,4
2,2,2,5,9
0,0,0,0,0
0,0,0,0,0
1,0,0,21,0
1,0,0,11,4
0,0,0,0,0
0,0,0,0,0
2,0,6,15,0
12,3,3,22,10
0,0,0,0,0
2,7,22,7,42
0,0,0,0,0
0,0,0,0,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,4,5,2
1,3,5,5,3
5,5,4,5,8
5,4,9,9,5
5,2,0,12,9
4,5,2,11,7
8,2,3,19,4
1,3,15,128,0
12,3,29,37,2
0,1,15,93,1
141,37,236,228,615
0,0,0,0,17
135,130,77,222,138
0,1,3,11,6
0,0,0,0,1
0,2,2,12,4
0,3,0,1,5
0,0,1,0,0
361,186,196,80,275
0,0,1,2,7
0,1,1,0,0
4,0,0,1,25
0,0,0,0,20
0,4,0,0,0
0,2,2,10,11
0,4,1,0,0
0,2,0,0,0
0,1,2,1,3
0,0,0,0,0
0,1,3,0,0
0,5,2,0,0
0,1,1,0,0
2,0,1,8,5
0,0,0,0,0
0,3,5,0,0
0,1,0,0,0
0,0,0,0,0
0,0,1,0,0
0,1,1,0,0
0,6,2,0,0
0,6,3,0,0
0,0,0,0,0
0,1,1,0,0
0,1,1,0,0
0,0,0,0,0
73,95,99,1,2
0,0,0,0,0
0,0,0,0,0
3,0,3,0,1
0,0,0,0,0
18,0,0,3,1
7,0,1,1,1
1,0,0,1,1
0,1,0,0,0
3,1,0,1,0
4,0,4,0,1
7,2,1,0,0
14,1,3,1,2
929,450,52,0,35
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,3
0,0,0,0,0
0,0,0,0,1
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,4,0,6,0
0,0,0,5,0
256,327,164,438,362
2,2,1,2,3
0,0,0,4,5
21,7,2,29,15
0,0,0,0,0
0,0,0,0,0
1,0,31,1,0
74,97,86,504,107
28,73,62,309,80
43,87,74,367,92
72,118,58,564,90
428,572,315,588,441
0,0,0,0,0
12,4,16,23,0
0,0,0,0,0
1,2,2,14,8
7,0,6,43,10
4,1,3,20,8
0,0,0,0,0
0,0,0,0,0
0,1,1,0,2
0,1,2,4,1
0,0,1,1,0
0,0,0,0,0
2,0,3,0,2
0,1,0,0,1
14,9,0,0,10
19,26,24,39,28
28,22,31,45,49
35,22,37,58,55
2,0,0,0,0
0,1,3,2,13
0,0,0,0,0
0,0,1,9,0
0,0,0,0,0
0,0,0,0,0
0,0,0,3,0
0,0,0,0,0
2,0,1,1,1
0,0,0,0,0
0,0,9,12,0
0,0,0,0,0
0,0,0,3,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,1,6,15,6
1,1,3,41,7
0,0,6,14,0
0,0,0,2,0
1,4,10,18,1
0,0,12,25,0
0,0,0,0,0
1,2,385,725,0
0,0,89,57,0
0,0,0,0,0
24,30,40,110,73
4,7,10,73,20
16,17,11,52,36
16,15,31,38,36
0,0,0,0,0
10,11,25,45,31
7,7,19,13,24
5,2,5,4,16
3,4,5,5,14
13,12,13,72,31
9,6,17,37,45
0,0,0,0,0
0,0,1,40,0
2,4,2,53,1
0,0,0,1,0
0,0,0,0,0
0,0,20,70,0
0,0,3,0,0
0,0,0,0,0
0,0,1,2,0
0,0,0,0,0
0,0,0,0,0
0,0,163,0,0
0,0,149,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
3,1,131,14,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,4,0
3,0,1,2,1
6,1,1,9,5
1,1,2,12,18
0,0,1,11,9
0,0,1,3,0
0,0,0,0,0
0,0,1,4,0
0,0,0,0,4
0,0,0,0,0
3,2,2,13,4
0,0,0,0,4
1,0,5,3,4
2,0,5,4,3
0,0,0,0,0
0,0,3,7,0
0,0,0,0,0
0,2,2,5,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,3,14,8
0,2,0,8,8
3,2,2,4,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,30,33,0
0,0,1,0,0
0,0,0,0,0
70,15,14,0,61
301,81,30,0,214
492,319,125,0,656
8,3,4,0,13
2,2,0,0,7
5,2,1,0,33
48,28,8,0,30
0,0,0,0,0
0,0,0,4,0
0,0,7,1,0
0,0,0,0,0
0,0,0,0,0
75,64,27,32,1
109,53,60,193,204
257,139,137,0,0
316,170,173,0,1
353,186,396,371,684
404,199,471,462,843
0,0,0,0,0
2,4,4,8,11
2,4,1,0,0
6,1,8,7,14
0,0,0,18,21
2,2,0,8,6
0,0,0,0,0
4,1,5,0,0
4,0,0,12,8
3,2,0,8,7
2,0,2,3,6
0,0,0,0,10
2,2,0,13,11
1,1,0,0,0
0,0,0,0,0
0,0,0,15,3
0,0,0,11,1
119,31,0,0,3
0,0,0,0,0
194,97,1,0,2
0,1,0,0,0
1,3,2,2,15
2,7,1,9,1
0,0,0,0,0
0,1,0,0,0
0,16,0,0,16
34,12,6,27,41
0,18,0,0,26
35,13,19,24,34
0,0,1,0,0
5,7,2,23,33
0,0,0,0,0
0,1,17,0,0
0,0,8,31,0
0,1,4,14,0
3,4,7,27,11
0,0,0,0,0
2,0,11,5,7
0,0,6,20,0
4,1,9,26,9
0,0,7,29,0
1,3,1,32,5
1,3,3,41,8
1,2,1,19,4
0,0,3,0,0
0,0,1,0,0
0,0,0,0,0
7,8,3,15,9
17,13,18,26,33
3,3,5,7,14
7,7,9,9,14
3,4,7,3,10
2,0,1,5,4
2,1,3,1,2
5,1,3,7,3
0,0,2,6,0
2,1,3,13,2
14,12,14,19,11
7,12,8,19,13
3,2,4,14,5
46,104,111,363,173
42,78,101,414,176
45,107,98,356,205
46,82,97,294,192
46,59,103,223,174
1,3,2,21,2
8,3,1,13,3
8,2,2,10,1
138,99,179,344,378
0,3,1,2,7
31,15,13,85,68
45,37,52,82,86
22,3,6,38,38
25,5,7,36,41
15,7,11,34,36
9,8,12,18,24
4,9,13,25,18
16,11,13,31,35
4,4,4,19,7
13,14,24,35,20
17,20,28,72,30
12,11,21,42,16
34,24,24,195,86
111,58,55,265,191
84,39,46,295,163
89,31,52,321,176
73,28,40,271,151
64,25,45,278,127
22,5,6,91,45
46,24,27,143,82
36,29,18,96,82
9,8,14,51,23
54,41,67,381,139
20,5,10,55,51
27,9,23,111,53
37,6,26,126,62
35,14,31,143,68
46,19,39,185,100
46,19,44,183,102
37,21,41,181,94
39,21,43,185,101
33,19,43,212,100
45,17,33,182,100
80,54,62,366,196
70,43,59,276,172
54,25,42,186,118
0,0,0,0,0
0,0,7,20,0
137,70,257,297,622
0,0,0,0,0
1,5,9,13,7
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,0,0
24,60,47,124,120
24,91,136,165,315
0,0,15,29,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
83,56,50,48,101
34,34,16,79,33
32,33,8,69,33
0,0,1,0,0
23,15,7,21,10
1,19,3,20,5
4,20,11,15,6
2,1,1,2,1
2,2,0,2,2
0,0,0,0,0
0,0,0,0,0
0,0,2,7,0
2,2,5,4,1
10,10,8,9,7
6,5,3,6,3
1,4,2,4,2
3,7,6,14,1
0,0,0,0,0
0,0,15,18,23
0,0,20,15,41
0,0,0,1,0
0,0,3,4,6
0,0,0,5,3
0,0,0,5,5
0,0,0,3,2
0,0,2,4,2
0,0,33,63,47
0,0,1,1,2
155,0,242,182,261
0,0,2,10,0
0,0,0,0,0
196,3,364,302,485
130,0,148,1,266
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,7,3,8
0,0,0,0,0
0,0,6,0,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
59,94,39,5,13
0,0,0,0,0
3,0,9,0,4
39,0,123,8,115
0,0,0,0,0
1,0,12,0,3
7,1,2,0,2
157,140,56,139,204
0,0,0,0,0
11,4,3,10,4
6,2,1,5,7
138,272,253,0,137
32,29,16,13,18
61,27,19,36,57
1,6,6,0,1
1,13,8,0,11
3,9,12,27,29
1,507,266,1,245
0,3,2,0,3
3,5,3,19,15
0,0,13,14,0
0,0,11,13,0
0,0,0,0,0
0,0,0,0,0
19,3,1,2,5
9,3,3,6,4
0,0,0,3,0
0,0,1,4,0
0,0,0,0,0
10,22,20,18,31
13,34,31,26,41
4,24,20,32,20
1,346,121,3,265
0,306,118,0,249
150,295,119,136,250
2,9,21,14,25
3,6,7,4,10
1,7,2,1,3
0,11,1,0,16
0,2,1,0,5
0,1,0,1,0
0,0,0,0,0
0,0,0,0,2
28,38,38,40,52
2,0,0,3,7
0,1,0,5,5
0,2,0,0,5
34,96,34,91,126
75,2,42,136,217
79,1,42,134,220
40,0,0,69,0
4,3,1,19,10
3,3,16,68,28
5,0,4,33,16
3,0,3,40,31
2,0,3,40,29
16,41,29,56,44
16,1,7,47,40
18,0,6,69,51
3,0,1,6,5
11,0,8,55,59
121,91,117,356,147
2,0,8,32,7
2,1,7,11,5
3,0,12,25,15
9,0,5,24,23
2,0,4,59,11
1,1,7,29,3
0,0,8,8,12
327,1,196,341,382
221,250,362,338,347
51,1,0,110,0
2,9,1,6,1
5,9,0,9,0
79,115,50,284,188
55,180,88,361,0
3,5,6,15,0
1,8,3,21,0
0,0,21,37,1
26,40,26,62,37
17,27,30,19,0
6,2,2,5,6
23,30,37,78,1
11,10,12,24,37
1,0,18,26,1
14,13,21,37,65
13,19,17,27,61
36,29,19,37,80
15,17,20,36,2
0,0,14,9,0
0,0,1,0,1
0,0,14,29,0
0,1,1,5,8
0,0,0,0,0
0,0,0,0,0
0,0,1,0,2
0,0,16,23,0
2,1,2,112,11
2,2,1,36,7
53,112,44,277,114
